"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener","10148","0","7","4","0","0","36028797018963968","29005","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","0","0","Watoteem",,"6/11/2024 12:42:52 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener","10149","0","7","3","0","0","36028797018963968","29004","Microsoft-Windows-WinRM","a7975c8f-ac13-49f1-87da-5a984a4ab417","System","0","0","Watoteem",,"6/11/2024 12:42:50 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system is exiting connected standby 

Reason: Power Button.","507","9",,"4","158","0","-9223372036854774268","29003","Microsoft-Windows-Kernel-Power","331c3b3a-2005-44c2-ac5e-77220c37d6b4","System","4","20532","Watoteem","S-1-5-18","6/11/2024 12:41:51 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system is entering connected standby 

Reason: Lid.","506","3",,"4","157","0","-9223372036854774780","29002","Microsoft-Windows-Kernel-Power","331c3b3a-2005-44c2-ac5e-77220c37d6b4","System","4","19380","Watoteem","S-1-5-18","6/11/2024 12:41:49 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.413.221.0) - Current Channel (Broad)","19","1",,"4","1","13","-9223372036854775784","29001","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","18656","17420","Watoteem","S-1-5-18","6/11/2024 12:41:15 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.413.221.0) - Current Channel (Broad)","43","1",,"4","1","13","-9223372036854767608","29000","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","18656","17420","Watoteem","S-1-5-18","6/11/2024 12:41:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A command sent to the adapter has timed out. The adapter did not respond.","3","0","32773","3","0","0","36028797018963968","28999","BTHUSB",,"System","4","10124","Watoteem",,"6/11/2024 12:40:56 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Windows Update started downloading an update.","44","1",,"4","1","12","-9223372036854767612","28998","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","18656","16904","Watoteem","S-1-5-18","6/11/2024 12:39:55 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Download","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","28997","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1500","10504","Watoteem","S-1-5-18","6/11/2024 12:34:48 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","28996","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1500","10504","Watoteem","S-1-5-18","6/11/2024 12:32:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","7040","0","16384","4","0","0","-9187343239835811840","28995","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1500","9004","Watoteem","S-1-5-18","6/11/2024 12:31:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","7040","0","16384","4","0","0","-9187343239835811840","28994","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","1500","10248","Watoteem","S-1-5-18","6/11/2024 12:29:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","28993","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1792","19460","Watoteem","S-1-5-19","6/11/2024 12:29:43 PM","070515e4-1f91-404a-8fc7-f112d04c4176",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.","10016","0","0","3","0","0","-9187343239835811840","28992","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","1792","6360","Watoteem","S-1-5-19","6/11/2024 12:29:43 PM","4374be87-97c2-451a-9cd8-ad24482f48ae",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Warning","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"User Logon Notification for Customer Experience Improvement Program","7001","0",,"4","1101","0","2305878193585782784","28991","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","System","14060","4648","Watoteem","S-1-5-18","6/11/2024 12:29:41 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system has returned from a low power state.

Sleep Time: ?2024?-?06?-?10T07:20:50.917261000Z
Wake Time: ?2024?-?06?-?11T04:29:41.572538200Z

Wake Source: Unknown","1","3",,"4","0","0","-9223372036854775808","28990","Microsoft-Windows-Power-Troubleshooter","cdc05e28-c449-49c6-b9d2-88cf761644df","System","5840","4912","Watoteem","S-1-5-19","6/11/2024 12:29:41 PM","f247a35d-18dd-475d-a4bb-b1ca3753ed04",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.","18","0","16389","4","0","0","36028797018963968","28989","BTHUSB",,"System","4","20364","Watoteem",,"6/11/2024 12:29:41 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The boot type was 0x1.","27","1",,"4","33","0","-9223372036854775808","28988","Microsoft-Windows-Kernel-Boot","15ca44ff-4d7a-4baa-bba5-0998955e531e","System","4","20544","Watoteem",,"6/11/2024 12:29:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The boot menu policy was 0x1.","25","0",,"4","32","0","-9223372036854775808","28987","Microsoft-Windows-Kernel-Boot","15ca44ff-4d7a-4baa-bba5-0998955e531e","System","4","20544","Watoteem",,"6/11/2024 12:29:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The bootmgr spent 0 ms waiting for user input.","32","0",,"4","58","0","-9223372036854775808","28986","Microsoft-Windows-Kernel-Boot","15ca44ff-4d7a-4baa-bba5-0998955e531e","System","4","20544","Watoteem",,"6/11/2024 12:29:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"There are 0x1 boot options on this system.","18","0",,"4","57","0","-9223372036854775808","28985","Microsoft-Windows-Kernel-Boot","15ca44ff-4d7a-4baa-bba5-0998955e531e","System","4","20544","Watoteem",,"6/11/2024 12:29:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The firmware reported boot metrics.","30","0",,"4","21","0","-9223372036854775808","28984","Microsoft-Windows-Kernel-Boot","15ca44ff-4d7a-4baa-bba5-0998955e531e","System","4","20544","Watoteem",,"6/11/2024 12:29:39 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system time has changed to ?2024?-?06?-?11T04:29:38.500000000Z from ?2024?-?06?-?10T07:20:55.203840500Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).","1","2",,"4","5","0","-9223372036854775792","28983","Microsoft-Windows-Kernel-General","a68ca8b7-004f-d7b6-a698-07e2de0f1f5d","System","4","20544","Watoteem",,"6/11/2024 12:29:38 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system uptime is 1140355 seconds.","6013","0","32768","4","0","0","36028797018963968","28981","EventLog",,"System","0","0","Watoteem",,"6/11/2024 12:29:38 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
